,cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
147514,ic6wn5sm,,WHO,"Primary and secondary place of residence, the digital link and the rise of presence",,,,unk,"Purpose: This paper aims to explore the gradual commercialisation of second homes in non-urban locations and identifie a spectrum that ranges from lending to rentals to home exchange. Design/methodology/approach: This paper is a conceptual one based on a review of literature relating to the acquisiting and use of secondary residences or “second homes”. Findings: This paper observes that the secondary residence is often the object of a material over-investment that is symbolic and mental. The owners never quite leave their main place of residence when in the secondary one. The result is not two complementary spaces, but a hybrid space made up of the interlocking of the two. This paper also concludes that digitalization has made it easier to rent a secondary residence for a short period of time, using for instance the Airbnb platform, thus making it more an object of trade than a second home. From a sustainability perspective, the COVID-19 pandemic is likely to bring to the relatively rapid growth of short-term renting a halt. Further, it may encourage owners to be more psychologically and physically invested in their secondary residence, thereby contributing more to the local economy. Originality/value: Few authors have considered the way digital tools can alter the relation with the secondary place of residence.",2020,"Bachimon, Philippe; Eveno, Patrick; Gélvez Espinel, César",Worldwide Hospitality and Tourism Themes,,#680859,,,,,225583526.0
66510,nd2fqd8b,,Medline,The use of composite meshes in laparoscopic repair of abdominal wall hernias: are there differences in biocompatibily?: experimental results obtained in a laparoscopic porcine model.,10.1007/s00464-008-0085-8,,18806942,unk,"INTRODUCTION In recent years, laparoscopic repair of abdominal wall hernias has become increasingly established in routine clinical practice thanks to the myriad advantages it confers. Apart from the risk of intestinal damage following adhesiolysis, to date no information is available on the best way of preventing the formation of new adhesions in the vicinity of the implanted meshes. Numerous experimental investigations, mainly conducted on an open small-animal model, have demonstrated the advantages of coating meshes, inter alia with absorbable materials, compared with uncoated polypropylene meshes. In our established laparoscopic porcine model we set about investigating three of these meshes, which are already available on the market. MATERIALS AND METHODS In total, 18 domestic pigs underwent laparoscopic surgery and three different composite meshes were tested in each case on six animals (Dynamesh IPOM, Proceed, Parietene Composite). At 4 months, postmortem diagnostic laparoscopy was carried out, followed by full-wall excision of the specimens. Planimetric analysis was conducted to investigate the size of the entire surface area and the extent of adhesions. Histological investigations were performed on five sections for each specimen. These focused on the partial volumes of inflammatory cells, the proliferation marker Ki67, apoptotic index, inflammatory cell marker CD68 and transforming growth factor beta (TGF-beta) as a marker of the extracellular matrix. RESULTS A similar value of 14% was obtained for shrinkage of Dynamesh IPOM and Parietene Composite, while Proceed showed a 25% reduction in its surface area. Markedly lower values of 12.8% were obtained for Parietene Composite in respect of adhesions to the greater omentum, compared with 31.7% for Proceed and 33.2% for Dynamesh IPOM (p = 0.01). Overall, Parietene Composite performed best in the histological and immunhistochemistry tests. CONCLUSIONS On the whole, all composite meshes showed evidence of good biocompatibility. However, none of the coatings was completely able to prevent adhesions. Coating of polypropylene meshes with collagen appears to confer significant advantages compared with other coatings.",2009,"Schug-Pass, Christine; Sommerer, Florian; Tannapfel, Andrea; Lippert, Hans; Köckerling, Ferdinand",Surgical endoscopy,,,,,,https://doi.org/10.1007/s00464-008-0085-8; https://www.ncbi.nlm.nih.gov/pubmed/18806942/,25963267.0
3407,4glq9iqo,1aea04847a4f34625beaf937ca06ff039a5d3a2e,PMC,Virucidal and Synergistic Activity of Polyphenol-Rich Extracts of Seaweeds against Measles Virus,10.3390/v10090465,PMC6164608,30200234,cc-by,"Although preventable by vaccination, Measles still causes thousands of deaths among young children worldwide. The discovery of new antivirals is a good approach to control new outbreaks that cause such death. In this study, we tested the antiviral activity against Measles virus (MeV) of Polyphenol-rich extracts (PPs) coming from five seaweeds collected and cultivated in Mexico. An MTT assay was performed to determine cytotoxicity effect, and antiviral activity was measured by syncytia reduction assay and confirmed by qPCR. PPs from Ecklonia arborea (formerly Eisenia arborea, Phaeophyceae) and Solieria filiformis (Rhodophyta) showed the highest Selectivity Index (SI), >3750 and >576.9 respectively. Both PPs extracts were selected to the subsequent experiments owing to their high efficacy and low cytotoxicity compared with ribavirin (SI of 11.57). The combinational effect of PPs with sulphated polysaccharides (SPs) and ribavirin were calculated by using Compusyn software. Synergistic activity was observed by combining both PPs with low concentrations of Solieria filiformis SPs (0.01 µg/mL). The antiviral activity of the best combinations was confirmed by qPCR. Virucidal assay, time of addition, and viral penetration evaluations suggested that PPs act mainly by inactivating the viral particle. To our knowledge, this is the first report of the virucidal effect of Polyphenol-rich extracts of seaweeds.",2018-08-30,"Morán-Santibañez, Karla; Peña-Hernández, Mario A.; Cruz-Suárez, Lucia Elizabeth; Ricque-Marie, Denis; Skouta, Rachid; Vasquez, Abimael H.; Rodríguez-Padilla, Cristina; Trejo-Avila, Laura M.",Viruses,,,,document_parses/pdf_json/1aea04847a4f34625beaf937ca06ff039a5d3a2e.json,document_parses/pmc_json/PMC6164608.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6164608/,
14581,6d9ydy5g,2ccb8d7203e73ad5f3a0a033e1f73da4793ca876,PMC,Early life stress causes sex-specific changes in adult fronto-limbic connectivity that differentially drive learning,10.7554/elife.58301,PMC7725504,33259286,cc-by,"It is currently unclear whether early life stress (ELS) affects males and females differently. However, a growing body of work has shown that sex moderates responses to stress and injury, with important insights into sex-specific mechanisms provided by work in rodents. Unfortunately, most of the ELS studies in rodents were conducted only in males, a bias that is particularly notable in translational work that has used human imaging. Here we examine the effects of unpredictable postnatal stress (UPS), a mouse model of complex ELS, using high resolution diffusion magnetic resonance imaging. We show that UPS induces several neuroanatomical alterations that were seen in both sexes and resemble those reported in humans. In contrast, exposure to UPS induced fronto-limbic hyper-connectivity in males, but either no change or hypoconnectivity in females. Moderated-mediation analysis found that these sex-specific changes are likely to alter contextual freezing behavior in males but not in females.",2020-12-01,"White, Jordon D; Arefin, Tanzil M; Pugliese, Alexa; Lee, Choong H; Gassen, Jeff; Zhang, Jiangyang; Kaffman, Arie",,,,,document_parses/pdf_json/2ccb8d7203e73ad5f3a0a033e1f73da4793ca876.json,document_parses/pmc_json/PMC7725504.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7725504/,
304726,ccjw2ep2,,WHO,"The COVID-19 Pandemic and Planetary Health. A Critical Review of Epidemiology, Prevention, Clinical Characteristics and Treatments for Oral, Head and Neck Health Professionals. Do We Have a Roadmap?",,,,unk,"Introduction Coronavirus disease 19 (COVID-19) is potentially the greatest global public health crisis of this century This disease emerged as an outbreak of pneumonia of unknown cause in Wuhan, the capital city of the Hubei province in China, in December 2019 Otolaryngologists, head and neck surgeons and dentists are at an increased risk of occupational disease Objective The present review summarizes currently published evidence of Covid-19 epidemiology, clinical characteristics, treatment and prevention No proven effective treatments for this disease currently exist Data Synthesis COVID-19 started from a zoonotic transmission event associated with a large seafood market that also traded in live wild animals, and it soon became clear that efficient person-to-person transmission was also occurring Symptoms are varied, and not all patients develop all of them Conclusion Social distancing seems to have been successful in several places in the world However, this recommendation alone is not enough to contain the disease, and it is not a long-term solution Large-scale testing by health professionals of representative samples of the population may give an estimate of the progression of the disease Different treatments are under test and bring hope of a cure to the population However, no current treatments (April 27, 2020) have been proven to be the key to success in the treatment of patients with COVID-19 Planetary health is a useful concept to understand the current drivers of this pandemic and to draw a roadmap for science and healthcare that may guide actions to fight economic depression and ensure a healthy recovery",2020,"Jotz, Geraldo Pereira; Stein, Airton; Sirena, Sérgio Barros; Enrique, Baldisserotto; Julio, Figueiredo; José Antônio Poli de, Lavinsky; Joel, Steier; Liviu, Dora; Carlos,",International archives of otorhinolaryngology,,#695923,,,,,220936678.0
422655,ej1b1x53,bbe5374493d1151f7c499d1d189881be01cfb876,Elsevier; PMC,Review and analysis of current responses to COVID-19 in Indonesia: Period of January to March 2020,10.1016/j.pdisas.2020.100091,PMC7149002,,els-covid,"Abstract The world is under pressure from the novel COVID-19 pandemic. Indonesia is the fourth most populous country in the world and predicted to be affected significantly over a longer time period. Our paper aims to provide detailed reporting and analyses of the present rapid responses to COVID-19, between January and March 2020, in Indonesia. We particularly highlight responses taken by the governments, non-government organisations and the community. We outline gaps and limitations in the responses, based on our rapid analysis of media contents, from government speeches and reports, social and mass media platforms. We present five recommendations toward more rapid, effective, and comprehensive responses.",2020-04-30,"Djalante, Riyanti; Lassa, Jonatan; Setiamarga, Davin; Sudjatma, Aruminingsih; Indrawan, Mochamad; Haryanto, Budi; Mahfud, Choirul; Sinapoy, Muhammad Sabaruddin; Djalante, Susanti; Rafliana, Irina; Gunawan, Lalu Adi; Surtiari, Gusti Ayu Ketut; Warsilah, Henny",Progress in Disaster Science,,,,document_parses/pdf_json/bbe5374493d1151f7c499d1d189881be01cfb876.json,,https://api.elsevier.com/content/article/pii/S2590061720300284; https://www.sciencedirect.com/science/article/pii/S2590061720300284,214807040.0
141938,7yzjglf5,,WHO,"Multi-centre, three arm, randomized controlled trial on the use of methylprednisolone and unfractionated heparin in critically ill ventilated patients with pneumonia from SARS-CoV-2 infection: A structured summary of a study protocol for a randomised controlled trial",,,,unk,"OBJECTIVES: To assess the hypothesis that an adjunctive therapy with methylprednisolone and unfractionated heparin (UFH) or with methylprednisolone and low molecular weight heparin (LMWH) are more effective in reducing any-cause mortality in critically-ill ventilated patients with pneumonia from SARS-CoV-2 infection compared to LMWH alone. TRIAL DESIGN: The study is designed as a multi-centre, interventional, parallel group, superiority, randomized, investigator sponsored, three arms study. Patients, who satisfy all inclusion criteria and no exclusion criteria, will be randomly assigned to one of the three treatment groups in a ratio 1:1:1. PARTICIPANTS: Inpatients will be recruited from 8 Italian Academic and non-Academic Intensive Care Units INCLUSION CRITERIA (ALL REQUIRED): 1. Positive SARS-CoV-2 diagnostic (on pharyngeal swab of deep airways material) 2. Positive pressure ventilation (either non-invasive or invasive) from > 24 hours 3. Invasive mechanical ventilation from < 96 hours 4. PaO2/FiO2 ratio lower than 150 mmHg 5. D-dimer level > 6 times the upper limit of normal reference range 6. C-reactive Protein > 6-fold upper the limit of normal reference range EXCLUSION CRITERIA: 1. Age < 18 years 2. On-going treatment with anticoagulant drugs 3. Platelet count < 100.000/mm3 4. History of heparin-induced thrombocytopenia 5. Allergy to sodium enoxaparin or other LMWH, UFH or methylprednisolone 6. Active bleeding or on-going clinical condition deemed at high risk of bleeding contraindicating anticoagulant treatment 7. Recent (in the last 1 month prior to randomization) brain, spinal or ophthalmic surgery 8. Chronic assumption or oral corticosteroids 9. Pregnancy or breastfeeding or positive pregnancy test. In childbearing age women, before inclusion, a pregnancy test will be performed if not available 10. Clinical decision to withhold life-sustaining treatment or ""too sick to benefit"" 11. Presence of other severe diseases impairing life expectancy (e.g. patients are not expected to survive 28 days given their pre-existing medical condition) 12. Lack or withdrawal of informed consent INTERVENTION AND COMPARATOR: â¢ LMWH group: patients in this group will be administered enoxaparin at standard prophylactic dosage. â¢ LMWH + steroid group: patients in this group will receive enoxaparin at standard prophylactic dosage and methylprednisolone. â¢ UFH + steroid group: patients in this group will receive UFH at therapeutic dosages and methylprednisolone. UFH will be administered intravenously in UFH + steroid group at therapeutic doses. The infusion will be started at an infusion rate of 18 UI/kg/hour and then modified to obtain aPTT Ratio in between the range of 1.5-2.0. aPTT will be periodically checked at intervals no longer than 12 hours. The treatment with UFH will be administered up to ICU discharge. After ICU discharge anticoagulant therapy may be interrupted or switched to prophylaxis with LMWH in the destination ward up to clinical judgement of the attending physician. Enoxaparin will be administered in both LMWH group and LMWH + steroid group at standard prophylactic dose (i.e., 4000 UI once day, increased to 6000 UI once day for patients weighting more than 90 kg). The treatment will be administered subcutaneously once a day up to ICU discharge. After ICU discharge it may be continued or interrupted in the destination ward up to clinical judgement of the attending physician. Methylprednisolone will be administered in both LMWH + steroid group and UHF + steroid group intravenously with an initial bolus of 0,5 mg/kg followed by administration of 0,5 mg/kg 4 times daily for 7 days, 0,5 mg/kg 3 times daily from day 8 to day 10, 0,5 mg/kg 2 times daily at days 11 and 12 and 0,5 mg/kg once daily at days 13 and 14. MAIN OUTCOMES: Primary Efficacy Endpoint: All-cause mortality at day 28 Secondary Efficacy Endpoints: - Ventilation free days (VFDs) at day 28, defined as the total number of days that patient is alive and free of ventilation (either invasive or non-invasive) between randomization and day 28 (censored at hospital discharge). - Need of rescue administration of high-dose steroids or immune-modulatory drugs; - Occurrence of switch from non-invasive to invasive mechanical ventilation during ICU stay; - Delay from start of non-invasive ventilation to switch to invasive ventilation; - All-cause mortality at ICU discharge and hospital discharge; - ICU free days (IFDs) at day 28, defined as the total number of days between ICU discharge and day 28. - Occurrence of new infections from randomization to day 28; including infections by Candida, Aspergillus, Adenovirus, Herpes Virus e Cytomegalovirus - Occurrence of new organ dysfunction and grade of dysfunction during ICU stay. - Objectively confirmed venous thromboembolism, stroke or myocardial infarction; Safety endpoints: - Occurrence of major bleeding, defined as transfusion of 2 or more units of packed red blood cells in a day, bleeding that occurs in at least one of the following critical sites [intracranial, intra-spinal, intraocular (within the corpus of the eye; thus, a conjunctival bleed is not an intraocular bleed), pericardial, intra-articular, intramuscular with compartment syndrome, or retroperitoneal], bleeding that necessitates surgical intervention and bleeding that is fatal (defined as a bleeding event that was the primary cause of death or contributed directly to death); - Occurrence of clinically relevant non-major bleeding, defined ad acute clinically overt bleeding that does not meet the criteria for major and consists of any bleeding compromising hemodynamic; spontaneous hematoma larger than 25 cm2, intramuscular hematoma documented by ultrasonography, haematuria that was macroscopic and was spontaneous or lasted for more than 24 hours after invasive procedures; haemoptysis, hematemesis or spontaneous rectal bleeding requiring endoscopy or other medical intervention or any other bleeding requiring temporary cessation of a study drug. RANDOMIZATION: A block randomisation will be used with variable block sizes (block size 4-6-8), stratified by 3 factors: Centre, BMI (<30/&#8805;30) and Age (<75/&#8805;75). Central randomisation will be performed using a secure, web-based, randomisation system with an allocation ratio of 1:1:1. The allocation sequence will be generated by the study statistician using computer generated random numbers. BLINDING (MASKING): Participants to the study will be blinded to group assignment. NUMBERS TO BE RANDOMISED (SAMPLE SIZE): The target sample size is based on the hypothesis that the combined use of UHF and steroid versus the LMWH group will significantly reduce the risk of death at day 28. The overall sample size in this study is expected to be 210 with a randomization 1:1:1 and seventy patients in each group. Assuming an alpha of 2.5% (two tailed) and mortality rate in LMWH group of 50%, as indicated from initial studies of ICU patients, the study will have an 80% power to detect at least a 25 % absolute reduction in the risk of death between: a) LMHW + steroid group and LMWH group or b) UHF + steroid group and LMWH group. The study has not been sized to assess the difference between LMHW + steroid group and UHF + steroid group, therefore the results obtained from this comparison will need to be interpreted with caution and will need further adequately sized studies confirm the effect. On the basis of a conservative estimation, that 8 participating sites admit an average of 3 eligible patients per month per centre (24 patients/month). Assuming that 80 % of eligible patients are enrolled, recruitment of 210 participants will be completed in approximately 10 months. TRIAL STATUS: Protocol version 1.1 of April 26th, 2020. Recruitment start (expected): September 1st, 2020 Recruitment finish (expected): June 30th, 2021 TRIAL REGISTRATION: EudraCT number 2020-001921-30 , registered on April 15th, 2020 AIFA approval on May 4th, 2020 FULL PROTOCOL: The full protocol is attached as an additional file, accessible from the Trials website (Additional file 1). In the interest in expediting dissemination of this material, the familiar formatting has been eliminated; this Letter serves as a summary of the key elements of the full protocol.",2020,"Busani, Stefano; Tosi, Martina; Mighali, Pasquale; Vandelli, Paola; D039,; Amico, Roberto; Marietta, Marco; Forfori, Francesco; Donati, Abele; Cinnella, Gilda; De Monte, Amato; Pasero, Daniela; Bellani, Giacomo; Tascini, Carlo; Foti, Giuseppe; Ranieri, Marco; Girardis, Massimo",Trials,,#717548,,,,,221136689.0
136477,ox19alw2,,WHO,SARS-CoV-2-specific neutralizing antibody responses in Norwegian healthcare workers after the first wave of COVID-19 pandemic: a prospective cohort study,,,,unk,"BACKGROUND: During the coronavirus disease 2019 (COVID-19) pandemic, many countries experienced infection in healthcare workers (HCW) due to overburdened healthcare systems. However, whether infected HCW acquire protective immunity against SARS-CoV-2 is unclear. Here, we characterized SARS-CoV-2-specific antibody responses in Norwegian HCW in a prospective cohort study. METHODS: We enrolled 607 HCW pre- and post-the first COVID-19-pandemic wave. Exposure history, COVID-19-like symptoms and serum samples were collected. SARS-CoV-2-specific antibodies were characterized by spike-protein IgG/IgM/IgA enzyme-linked immunosorbent and live-virus neutralization assays. RESULTS: Spike-specific IgG, IgM, and IgA antibodies increased after the first pandemic wave in HCW with COVID-19-patient exposure, but not in HCW without patient exposure. Thirty-two HCW (5.3%) had spike-specific antibodies (11 seroconverted with &#8805;4-fold increase, 21 were seropositive at baseline). Neutralizing antibodies were found in 11 HCW that seroconverted, of whom 4 (36.4%) were asymptomatic. Ninety-seven HCW were tested by reverse-transcriptase-polymerase chain reaction (RT-PCR) during follow-up, 8 were positive (7 seroconverted and 1 had undetectable antibodies). CONCLUSIONS: We found increases in SARS-CoV-2-neutralizing antibodies in infected HCW, especially after COVID-19-patient exposure. Our data show a low number of SARS-CoV-2-seropositive HCW in a low prevalence setting, however, the proportion of seropositivity was higher than RT-PCR positivity, highlighting the importance of antibody testing.",2020,"Trieu, Mai-Chi; Bansal, Amit; Madsen, Anders; Zhou, Fan; Sævik, Marianne; Vahokoski, Juha; Brokstad, Karl Albert; Krammer, Florian; Tøndel, Camilla; Mohn, Kristin G I; Blomberg, Bjørn; Langeland, Nina; Cox, Rebecca J",,,#947657,,,,,227218799.0
103269,qme0dgc1,,Medline,The SARS-CoV-2 pandemic scenario in Africa: What should be done to address the needs of pregnant women?,10.1002/ijgo.13403,,33020902.0,unk,"The SARS-Cov-2 (COVID-19) virus, first diagnosed in China in December 2019, causes an infectious and multisystem disease. Having evolved rapidly, with an exponential increase in the number of cases and deaths worldwide, COVID-19 was declared a pandemic by the WHO in mid-March 2020. Although in most Sub-Saharan African countries the pandemic is in its initial phase, as of September 8, 2020, the cumulative total cases of COVID-19 in Africa stands at 1 315 073 confirmed cases and 31 725 deaths.",2020-10-05,"Charles, Charles M'poca; Modey Amoah, Emefa; Kourouma, Kadidiatou Raissa; Bahamondes, Luis Guilhermo; Cecatti, José Guilherme; Osman, Nafissa Bique; Govule, Philip; Diallo, Abdou Karim; Sacarlal, Jahit; de Carvalho Pacagnella, Rodolfo",International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,,,,,,https://doi.org/10.1002/ijgo.13403; https://www.ncbi.nlm.nih.gov/pubmed/33020902/,222154097.0
308477,s9y5tmpz,,WHO,Prediction modelling - Part 2 - Using machine learning strategies to improve transplantation outcomes,,,,unk,"Kidney transplant recipients and transplant physicians face important clinical questions where machine learning methods may help improve the decision-making process. This mini-review explores potential applications of machine learning methods to key stages of a kidney transplant recipient's journey, from initial waitlisting and donor selection, to personalization of immunosuppression and prediction of post-transplantation events. Both unsupervised and supervised machine learning methods are presented, including k-means clustering, principal components analysis, k-nearest neighbors and random forests. The various challenges of these approaches are also discussed.",2020,"Coorey, Craig Peter; Sharma, Ankit; Mueller, Samuel; Yang, Jean",Kidney int,,#32916179,,,,,221636311.0
327857,ejgr63n4,3afd62100268dcef7d38b7e335f121f9a8c1e4b4; 3cf53f7788e6a6984f04b4bb833d413bbf1b9a10,Elsevier; Medline; PMC,When health professionals look death in the eye: the mental health of professionals who deal daily with the 2019 coronavirus outbreak,10.1016/j.psychres.2020.112972,PMC7152886,32302817.0,no-cc,"BACKGROUND: : The fact that COVID-19 is transmissible from human to human and associated with high morbidity and potentially fatality can intensify the perception of personal danger. In addition, the foreseeable shortage of supplies and an increasing flow of suspected and real cases of COVID-19 contribute to the pressures and concerns of health professionals. METHOD: : The studies were identified in well-known international journals found in two electronic databases: Scopus and Embase. The data were cross-checked with information from the main international newspapers. RESULTS: : Work-related stress is a potential cause of concern for health professionals. It has been associated with anxiety including multiple clinical activities, depression in the face of the coexistence of countless deaths, long work shifts with the most diverse unknowns and demands in the treatment with patients with COVID-19. Therefore, it is an important indicator of psychic exhaustion. CONCLUSIONS: : As coronavirus cases increase and deaths surge in Italy, new figures show an ""enormous"" level of contagion among the country's medical personnel. At least 2,629 health workers have been infected with coronavirus since the outbreak onset in February, representing 8.3% of total cases. The percentage of infected health workers has almost doubled the number registered in China throughout the epidemic. Intensive care unit physicians are on their stress limit, especially when dealing with older patients and with death prospects. Doctors, not a relative, are inevitably the last people a dying COVID-19 patient will see.",2020-04-13,"Neto, Modesto Leite Rolim; Almeida, Hiure Gomes; Esmeraldo, Joana D'arc; Nobre, Camila Bezerra; Pinheiro, Woneska Rodrigues; de Oliveira, Cícera Rejane Tavares; Sousa, Itamara da Costa; Lima, Onélia Maria Moreira Leite; Lima, Nádia Nara Rolim; Moreira, Marcial Moreno; Lima, Carlos Kennedy Tavares; Júnior, Jucier Gonçalves; da Silva, Claúdio Gleideston Lima",Psychiatry Res,,,,document_parses/pdf_json/3afd62100268dcef7d38b7e335f121f9a8c1e4b4.json; document_parses/pdf_json/3cf53f7788e6a6984f04b4bb833d413bbf1b9a10.json,document_parses/pmc_json/PMC7152886.xml.json,https://api.elsevier.com/content/article/pii/S0165178120306697; https://www.sciencedirect.com/science/article/pii/S0165178120306697?v=s5; https://doi.org/10.1016/j.psychres.2020.112972; https://www.ncbi.nlm.nih.gov/pubmed/32302817/,215741045.0
190358,o8koz6ds,,WHO,Successful weight loss after bariatric surgery in Appalachian state regardless of food access ranking score,,,,unk,"BACKGROUND: Following bariatric surgery, an explicit dietary regimen is required to facilitate and maintain successful weight loss. Without adequate access to healthy foods, weight maintenance can be hindered. OBJECTIVE: Examine influence degree of food access has on Appalachian bariatric surgery patient weight loss outcomes. SETTING: Appalachian University hospital, United States. METHODS: A retrospective chart review was used to examine the influence of food accessibility on weight loss outcomes in an Appalachian bariatric surgery patient population at a large tertiary hospital in West Virginia between 2013 and 2017. Demographic characteristics, health and family history, and 1-year surgery outcomes were collected. A state-specific food accessibility score was calculated for each patient address using the geographic information system. Patients were assigned a food access ranking score (FARS) between 0 (low food access) and 4 (high food access) based on criteria of quantity, quality, income, and vehicle access. RESULTS: Patients (n = 369) were predominately married (60.5%), white (92.4%), female (77.8%), and underwent laparoscopic Roux-en-Y gastric bypass surgery (75.9%), with a mean age of 45 years. Most patients had low FARS (M = 1.67 ± .73; 72.6%). Nonwhite patients (P = .03) with a preoperative diagnosis of depression (P = .02) or without a family history of obesity (P = .01) were found to be in the lower FARS categories. FARS was not indicative of weight loss post surgery (P > .05). CONCLUSIONS: Food accessibility in West Virginia was not associated with bariatric surgery weight outcomes at 1-year post operation. Lower food access was associated with nonwhite race/ethnicity, diagnosed depression at baseline, and no family history of obesity. Future studies should include more extended follow-up data collection and mixed-method approaches to capture perceptions of food access and its impact on the patients' postoperative journey.",2020,"Barr, M L; Tabone, L E; Brode, C; Szoka, N",Surg. obes. relat. dis,,#32830059,,,,,221279181.0
304545,nqc5rmhr,,WHO,"Better Formula for Higher Education's Federal Coronavirus Funding: Increasing, Improving, and Accelerating Funding for Higher Education in the Next Stimulus Package",,,,unk,"From the Document: At $14 billion, the investment in operating support for higher education institutions from the coronavirus relief bill, the Coronavirus Aid, Relief, and Economic Security (CARES) Act, is the largest one-year federal infusion of funds going straight to colleges since the Great Recession That includes $6 2 billion each for institutional support and emergency financial aid for college students;$1 billion for minority-serving institutions;and about $350 million for colleges most affected by the pandemic Yet it's nowhere close to enough COVID-19 (Disease);Federal aid to higher education;Coronavirus Aid, Relief, and Economic Security (CARES) Act;Universities and colleges",2020,"Miller, Ben Center for American Progress https www americanprogress org",,,#740489,,,,,225901939.0
108395,dem6bbtf,,Medline,Service Needs of Older Adults with Serious Mental Illness.,10.1080/01634372.2020.1765064,,32412361.0,unk,"The COVID-19 pandemic places older adults with serious mental illness with medical comorbidity at greater risk for poor physical and mental health outcomes. Social workers can play an important role in promoting well-being by working collaboratively with clients to address loneliness and to develop chronic disease self-management skills. Integration of physical and behavioral healthcare is even more essential now for promoting well-being among older adults with schizophrenia spectrum, bipolar, and major depressive disorders.",2020-05-15,"Dell, Nathaniel A; Sasaki, Natsuki; Stewart, Madeline; Murphy, Allison M; Klier, Marina",Journal of gerontological social work,,,,,,https://doi.org/10.1080/01634372.2020.1765064; https://www.ncbi.nlm.nih.gov/pubmed/32412361/,218647196.0
6513,nvfdigln,8685ba4da0808749bea3142768ab9f4b7a76c775,PMC,Cushing’s syndrome complicated by multiple opportunistic infections,10.1007/bf03350337,PMC7101633,9648056,no-cc,"The case history of a 56-year-old man is described who suffered from severe adrenocorticotrophic hormone (ACTH)-dependent Cushing’s syndrome. The clinical course was complicated by simultaneous infections with Pneumocystis carinii, Staphylococcus aureus, Candida albicans, Aspergillus fumigatus and Herpes simplex, which proved to be fatal. A study of the literature shows that opportunistic infections in endogenous Cushing’s syndrome are associated with severe cortisol excess and carry a high mortality. Opportunistic infections are most prevalent in the ectopic ACTH syndrome, explained by the very high plasma cortisol concentrations in this condition. Infections with Aspergillus species, Cryptoccus neoformans, Pneumocystis carinii and Nocardia asteroides predominated. Cushing’s syndrome with a very high plasma cortisol concentration causes a severe immunocompromized state. Prompt evaluation of the cause of the hypercortisolism, initiation of cortisol lowering therapy, primary prophylaxis for Pneumocystis carinii infection when plasma cortisol exceeds 2500 nmol L(−1) and a search for concomitant infectious disease is recommended.",2014-04-09,"Bakker, R. C.; Gallas, P. R. J.; Romijn, J. A.; Wiersinga, W. M.",J Endocrinol Invest,,,,document_parses/pdf_json/8685ba4da0808749bea3142768ab9f4b7a76c775.json,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7101633/,
199951,kzww1ty3,,WHO,Applying lessons from the Ebola vaccine experience for SARS-CoV-2 and other epidemic pathogens,,,,unk,"The world is experiencing an unprecedented global pandemic of coronavirus disease 2019 (COVID-19) caused by a novel coronavirus, Severe Acute Respiratory Syndrome-coronavirus-2 (SARS-CoV-2). Development of new vaccines and therapeutics are important to achieve long-term prevention and control of the virus. Experience gained in the development of vaccines for Ebola virus disease provide important lessons in the regulatory, clinical, and manufacturing process that can be applied to SARS-CoV-2 and other epidemic pathogens. This report outlines the main lessons learned by Merck Sharp & Dohme Corp., a subsidiary of Merck & Co., Inc., Kenilworth, NJ, USA (MSD) during development of an Ebola Zaire vaccine (ERVEBO®) and looks ahead to critical lessons beyond vaccine development. It highlights focus areas for public-private partnership and regulatory harmonization that can be directly applied to current vaccine development efforts for SARS-CoV-2, while drawing attention to the need for parallel consideration of issues beyond development that are equally important to achieve global preparedness and response goals.",2020,"Wolf, Jayanthi; Bruno, Samantha; Eichberg, Michael; Jannat, Risat; Rudo, Sharon; VanRheenen, Susan; Coller, Beth-Ann",npj Vaccines,,#611233,,,,,219638149.0
383174,mbgvwmf6,b60634bcdca07582ea92a89136155f79b08d9c42,Medline; PMC,"Network typology, information sources, and messages of the infodemic twitter network under COVID‐19",10.1002/pra2.363,PMC7645854,33173826.0,no-cc,"During the COVID‐19 crisis, fake news, conspiracy theories, and backlash against specific groups emerged and were largely diffused via social media. This phenomenon has been described as an “infodemic,” and this study examined that the characteristics of infodemic on Twitter. Typological attributes of the infodemic Twitter network presented the features of “community clusters.” The frequently shard domains and URLs demonstrated coherent characteristics within the network. Top domains and URLs were trustworthy information sources, popular blogs, and public health research institutions. Interestingly, the most shard conversational content of the network was a COVID‐19 relevant incident occurred at a church in Korea based on misinformation and false belief.",2020-10-22,"Chong, Miyoung",Proc Assoc Inf Sci Technol,,,,document_parses/pdf_json/b60634bcdca07582ea92a89136155f79b08d9c42.json,document_parses/pmc_json/PMC7645854.xml.json,https://doi.org/10.1002/pra2.363; https://www.ncbi.nlm.nih.gov/pubmed/33173826/,225041834.0
