cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
5cpg02ha,2b88b49b724763fea3eeb2594ca087238b5635bd,MedRxiv; WHO,Dynamics of a dual SARS-CoV-2 strain co-infection on a prolonged viral shedding COVID-19 case: insights into clinical severity and disease duration,10.1101/2020.12.22.20248392,nan,nan,medrxiv,"Objectives. A few molecularly proven SARS-CoV-2 cases of symptomatic reinfection are currently known worldwide, with a resolved first infection followed by a second infection after a 48 to 142-day intervening period. We report a multiple-component study of a clinically severe and prolonged viral shedding COVID-19 case in a teenager Portuguese female. She had two hospitalisations, a total of 19 RT-PCR tests, mostly positive, and criteria for releasing from home isolation at the end of 97 days. Methods. The viral genome was sequenced in seven serial samples and in the diagnostic sample from an infected close relative. A human genome-wide array (>900K) was screened on the seven samples, and in vitro culture was conducted on isolates from three late samples. Results. The patient had co-infection by two SARS-CoV-2 strains, affiliated in distinct clades and diverging by six variants. The 20A lineage was absolute at the diagnosis (shared with a cohabitating relative), but nine days later the 20B lineage had 3% frequency, and two months later the 20B lineage had 100% frequency. The 900K profiles confirmed the identity of the patient in the serial samples, and allowed us to infer that she had polygenic risk scores for hospitalization and severe respiratory disease within the normal distributions for a Portuguese population cohort. Conclusions. The early-on dynamic co-infection was the probable cause for the severity of COVID-19 in this otherwise healthy young patient, and for her prolonged SARS-CoV-2 shedding profile.",2020-12-23,"Pedro, N.; Silva, C. N.; Magalhaes, A. C.; Cavadas, B.; Rocha, A. M.; Moreira, A. C.; Gomes, S.; Silva, D.; Sobrinho-Simoes, J.; Ramos, A.; Cardoso, M. J.; Filipe, R.; Palma, P.; Ceia, F.; Silva, S.; Guimaraes, J. T.; Sarmento, A.; Fernandes, V.; Pereira, L.; Tavares, M.",nan,nan,nan,nan,document_parses/pdf_json/2b88b49b724763fea3eeb2594ca087238b5635bd.json,nan,http://medrxiv.org/cgi/content/short/2020.12.22.20248392v1?rss=1; https://doi.org/10.1101/2020.12.22.20248392,229365815.0
31kze2a9,nan,WHO,Reactive Arthritis After COVID-19 Infection,nan,nan,nan,unk,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), which causes coronavirus disease 2019 (COVID-19), is a novel virus that results in a variety of clinical manifestations In this report, I describe an uncommon presentation of reactive arthritis (ReA) following COVID-19 I report the case of a 39-year-old woman who presented with arthritis in the small joints of the hands after recovery from COVID-19 infection To my knowledge, only four cases involving such a presentation have been reported in the literature so far",2020,"Jali, I.",Cureus,nan,#1011755,nan,nan,nan,nan,229446918.0
2x93ir6l,nan,Medline,"Characterization of a Borna disease virus glycoprotein, gp18.",nan,nan,7933072.0,unk,"Borna disease virus is a nonsegmented negative-strand RNA virus that causes neurologic disease in a wide variety of animal hosts. Here we describe identification and characterization of the first glycoprotein in this viral system. The 18-kDa glycoprotein, gp18, has been purified from infected rat brain. Isolation and microsequencing of this protein allowed identification of a 16.2-kDa open reading frame in the viral antigenome. Lectin binding and endoglycosidase sensitivity assays indicate that gp18 is an unusual N-linked glycoprotein.",1994,"Kliche, S; Briese, T; Henschen, A H; Stitz, L; Lipkin, W I",Journal of virology,nan,nan,nan,nan,nan,https://www.ncbi.nlm.nih.gov/pubmed/7933072/,18614268.0
5fw9abzl,96cb8642bc772cbc519af39243eec2809cbba57e,Medline; PMC,DDX5 RNA Helicases: Emerging Roles in Viral Infection,10.3390/ijms19041122,PMC5979547,29642538.0,cc-by,"Asp-Glu-Ala-Asp (DEAD)-box polypeptide 5 (DDX5), also called p68, is a prototypical member of the large ATP-dependent RNA helicases family and is known to participate in all aspects of RNA metabolism ranging from transcription to translation, RNA decay, and miRNA processing. The roles of DDX5 in cell cycle regulation, tumorigenesis, apoptosis, cancer development, adipogenesis, Wnt-β-catenin signaling, and viral infection have been established. Several RNA viruses have been reported to hijack DDX5 to facilitate various steps of their replication cycles. Furthermore, DDX5 can be bounded by the viral proteins of some viruses with unknown functions. Interestingly, an antiviral function of DDX5 has been reported during hepatitis B virus and myxoma virus infection. Thus, the precise roles of this apparently multifaceted protein remain largely obscure. Here, we provide a rapid and critical overview of the structure and functions of DDX5 with a particular emphasis on its role during virus infection.",2018-04-09,"Cheng, Wenyu; Chen, Guohua; Jia, Huaijie; He, Xiaobing; Jing, Zhizhong",Int J Mol Sci,nan,nan,nan,document_parses/pdf_json/96cb8642bc772cbc519af39243eec2809cbba57e.json,document_parses/pmc_json/PMC5979547.xml.json,https://doi.org/10.3390/ijms19041122; https://www.ncbi.nlm.nih.gov/pubmed/29642538/,4797768.0
kg3qc09r,nan,WHO,CT-scan Findings of COVID-19 Pneumonia Based on the Time Elapsed from the Beginning of Symptoms to the CT Imaging Evaluation: A Descriptive Study in Iran,nan,nan,nan,unk,"BACKGROUND: Coronavirus disease 2019 (COVID-19) was initially detected in Wuhan city, China. Chest CT features of COVID-19 pneumonia have been investigated mostly in China, and there is very little information available on the radiological findings occurring in other populations. In this study, we aimed to describe the characteristics of chest CT findings in confirmed cases of COVID-19 pneumonia in an Iranian population, based on a time classification. METHODS: Eighty-nine patients with COVID-19 pneumonia, confirmed by a real-time RT-PCR test, who were admitted to non-ICU wards and underwent a chest CT scan were retrospectively enrolled. Descriptive evaluation of radiologic findings was performed using a classification based on the time interval between the initiation of the symptoms and chest CT-scan. RESULTS: The median age of patients was 58.0 years, and the median time interval from the onset of symptoms to CT scan evaluation was 7 days. Most patients had bilateral (94.4%) and multifocal (91.0%) lung involvement with peripheral distribution (60.7%). Also, most patients showed involvement of all five lobes (77.5%). Ground-glass opacities (GGO) (84.3%), and mixed GGO with consolidation (80.9%) were the most common identified patterns. We also found that as the time interval between symptoms and CT scan evaluation increased, the predominant pattern changed from GGO to mixed pattern and then to elongated-containing and band-like-opacities-containing pattern; on the other hand, the percentage of lung involvement increased. CONCLUSIONS: Bilateral multifocal GGO, and mixed GGO with consolidation were the most common patterns of COVID-19 pneumonia in our study. However, these patterns might change according to the time interval from symptoms.",2020,"Jafari, Sirous; Tabary, Mohammadreza; Eshraghi, Sahereh; Araghi, Farnaz; Aryannejad, Armin; Mohammadnejad, Esmaeil; Rasoolinejad, Mehrnaz; Hajiabdolbaghi, Mahboubeh; Koochak, Hamid Emadi; Ahmadinejad, Zahra; Abbasian, Ladan; Manshadi, Seyed Ali Dehghan; Salehi, Mohammadreza; Khalili, Hossein; Yazdi, Niloofar Ayoobi; Seifi, Arash",Rom. j. intern. med,nan,#1024485,nan,nan,nan,nan,220877838.0
eukb250q,nan,Medline,Consideration of the respiratory support strategy of severe acute respiratory failure caused by SARS-CoV-2 infection in children.,nan,nan,32204751.0,unk,"The recent ongoing outbreak of severe pneumonia associated with a novel coronavirus (SARS-CoV-2), currently of unknown origin, creates a world emergency that has put global public health institutions on high alert. At present there is limited clinical information of the SARS-CoV-2 and there is no specific treatment recommended, although technical guidances and suggestions have been developed and will continue to be updated as additional information becomes available. Preventive treatment has an important role to control and avoid the spread of severe respiratory disease, but often is difficult to obtain and sometimes cannot be effective to reduce the risk of deterioration of the underlining lung pathology. In order to define an effective and safe treatment for SARS-CoV-2-associated disease, we provide considerations on the actual treatments, on how to avoid complications and the undesirable side effects related to them and to select and apply earlier the most appropriate treatment. Approaching to treat severe respiratory disease in infants and children, the risks related to the development of atelectasis starting invasive or non-invasive ventilation support and the risk of oxygen toxicity must be taken into serious consideration. For an appropriate and effective approach to treat severe pediatric respiratory diseases, two main different strategies can be proposed according to the stage and severity of the patient conditions: patient in the initial phase and with non-severe lung pathology and patient with severe initial respiratory impairment and/or with delay in arrival to observation. The final outcome is strictly connected with the ability to apply an appropriate treatment early and to reduce all the complications that can arise during the intensive care admission.",2020-03-01,"Marraro, Giuseppe A; Spada, Claudio",Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics,nan,nan,nan,nan,nan,https://www.ncbi.nlm.nih.gov/pubmed/32204751/,214630756.0
pwq5gir9,20f185b11fa23da8938efb5c839c6c078c66f1e9,Elsevier; Medline; PMC,Cutting-Edge Infectious Disease Diagnostics with CRISPR,10.1016/j.chom.2018.05.016,PMC7105017,29902435.0,no-cc,"Three recent Science articles (Chen et al., 2018, Gootenberg et al., 2018, Myhrvold et al., 2018) describe the use of CRISPR-Cas technology to develop point-of-care diagnostics that directly detect viruses from clinical samples. These tests could radically transform approaches to diagnosing infectious diseases at the bedside and in the field.",2018-06-13,"Chiu, Charles",Cell Host Microbe,nan,nan,nan,document_parses/pdf_json/20f185b11fa23da8938efb5c839c6c078c66f1e9.json,document_parses/pmc_json/PMC7105017.xml.json,https://doi.org/10.1016/j.chom.2018.05.016; https://www.sciencedirect.com/science/article/pii/S1931312818302701; https://www.ncbi.nlm.nih.gov/pubmed/29902435/; https://api.elsevier.com/content/article/pii/S1931312818302701,49208433.0
dr7k19i2,nan,WHO,Incidence of COVID-19 in a cohort of adult and paediatric patients with rheumatic diseases treated with targeted biologic and synthetic disease-modifying anti-rheumatic drugs,nan,nan,nan,unk,"Objectives: To investigate the incidence of COVID-19 in a cohort of adult and paediatric patients with rheumatic diseases receiving targeted biologic and synthetic disease modifying anti-rheumatic drugs (tDMARDs) and to explore the possible effect of these treatments in the clinical expression of COVID-19. Methods: A cross-sectional study comprising of a telephone survey and electronic health records review was performed including all adult and paediatric patients with rheumatic diseases treated with tDMARDs in a large rheumatology tertiary centre in Barcelona, Spain. Demographics, disease activity, COVID-19 related symptoms and contact history data were obtained from the start of the 2020 pandemic. Cumulative incidence of confirmed cases (SARS-CoV-2 positive PCR test) was compared to the population estimates for the same city districts from a governmental COVID-19 health database. Suspected cases were defined following WHO criteria and compared to those without compatible symptoms. Results: 959 patients with rheumatic diseases treated with tDMARDs were included. We identified 11 confirmed SARS-CoV-2 positive cases in the adult cohort and no confirmed positive cases in the paediatric cohort. COVID-19 incidence rates of the rheumatic patient cohort were very similar to that of the general population [(0.48% (95% CI 0.09 to 0.87%)] and [0.58% (95% CI 0.56 to 0.60%)], respectively. We found significant differences in tDMARDs proportions between the suspected and non-suspected cases (p=0.002). Conclusion: Adult and paediatric patients with rheumatic diseases on tDMARDs do not seem to present a higher risk of COVID-19 or a more severe disease outcome when compared to general population.",2020,"Michelena, Xabier; Borrell, Helena; López-Corbeto, Mireia; López-Lasanta, María; Moreno, Estefanía; Pascual-Pastor, María; Erra, Alba; Serrat, Mayte; Espartal, Esther; Antón, Susana; Añez, Gustavo Adolfo; Caparrós-Ruiz, Raquel; Pluma, Andrea; Trallero-Araguás, Ernesto; Barceló-Bru, Mireia; Almirall, Miriam; De Agustín, Juan José; Lladós, Jordi; Julià, Antonio; Marsal, Sara",Semin Arthritis Rheum,nan,#276397,nan,nan,nan,nan,218501655.0
4qlk6y7h,c75994b5485339cdf4180bedab58e60366e49740,Medline; PMC,Potential Vaccines and Post-Exposure Treatments for Filovirus Infections,10.3390/v4091619,PMC3499823,23170176.0,cc-by,"Viruses of the family Filoviridae represent significant health risks as emerging infectious diseases as well as potentially engineered biothreats. While many research efforts have been published offering possibilities toward the mitigation of filoviral infection, there remain no sanctioned therapeutic or vaccine strategies. Current progress in the development of filovirus therapeutics and vaccines is outlined herein with respect to their current level of testing, evaluation, and proximity toward human implementation, specifically with regard to human clinical trials, nonhuman primate studies, small animal studies, and in vitro development. Contemporary methods of supportive care and previous treatment approaches for human patients are also discussed.",2012-09-21,"Friedrich, Brian M.; Trefry, John C.; Biggins, Julia E.; Hensley, Lisa E.; Honko, Anna N.; Smith, Darci R.; Olinger, Gene G.",Viruses,nan,nan,nan,document_parses/pdf_json/c75994b5485339cdf4180bedab58e60366e49740.json,document_parses/pmc_json/PMC3499823.xml.json,https://www.ncbi.nlm.nih.gov/pubmed/23170176/; https://doi.org/10.3390/v4091619,537181.0
99ywsgkt,f57d67f89e28a11e3c7270884e392999c3973088,Medline; PMC,Observed and projected drivers of emerging infectious diseases in Europe,10.1111/nyas.13132,PMC7167773,27434370.0,no-cc,"Emerging infectious diseases are of international concern because of the potential for, and impact of, pandemics; however, they are difficult to predict. To identify the drivers of disease emergence, we analyzed infectious disease threat events (IDTEs) detected through epidemic intelligence collected at the European Centre for Disease Prevention and Control (ECDC) between 2008 and 2013, and compared the observed results with a 2008 ECDC foresight study of projected drivers of future IDTEs in Europe. Among 10 categories of IDTEs, foodborne and waterborne IDTEs were the most common, vaccine‐preventable IDTEs caused the highest number of cases, and airborne IDTEs caused the most deaths. Observed drivers for each IDTE were sorted into three main groups: globalization and environmental drivers contributed to 61% of all IDTEs, public health system drivers contributed to 21%, and social and demographic drivers to 18%. A multiple logistic regression analysis showed that four of the top five drivers for observed IDTEs were in the globalization and environment group. In the observational study, the globalization and environment group was related to all IDTE categories, but only to five of eight categories in the foresight study. Directly targeting these drivers with public health interventions may diminish the chances of IDTE occurrence from the outset.",2016-07-19,"Semenza, Jan C.; Rocklöv, Joacim; Penttinen, Pasi; Lindgren, Elisabet",Ann N Y Acad Sci,nan,nan,nan,document_parses/pdf_json/f57d67f89e28a11e3c7270884e392999c3973088.json,document_parses/pmc_json/PMC7167773.xml.json,https://doi.org/10.1111/nyas.13132; https://www.ncbi.nlm.nih.gov/pubmed/27434370/,1562921.0
vatpzzcb,nan,WHO,Integrated emergency treatment technology of medical wastewater for COVID-19,nan,nan,nan,unk,"In view of the water quality characteristics of corona virus disease 2019 (COVID-19) medical wastewater, taking sewage treatment systems of Leishenshan hospital in Wuhan for example, the extermination of COVID-19 was focused on Secondary treatment process ""Pre-disinfection + MBBR biological membrane + coagulation sedimentation + baffle disinfection"" was adopted for treating COVID-19 medical wastewater Wastewater treatment facilities were designed in strict accordance with ""Water Pollution Discharge Standard of Medical Institution"" (GB18466-2005) and ""Technical Specifications of Hospital Waste water Treatment Engineering"" (HJ2029-2013) The effluent water quality meets ""Water Pollution Discharge Standard of Medical Institution"" (GB18466-2005) The treatment effect was stable, the virus inactivation rate was high, and the effluent water quality was good This technology has the following advantages: the fully airtight main part controlled by PLC is safe and re-liable All processing units are integrated equipments with the advantages of fast construction speed, ready-to-use construction, and flexible demolition It is convenient for remote reconstruction or large-scale capacity expansion transformation and suitable for all kinds of emergency engineering construction and construction of projects with short period of time © 2020, Editorial Department of Journal of Drainage and Irrigation Machinery Engineering All right reserved",2020,"Yan, X.; Liao, Y.; Lu, H.; Guo, S.",Paiguan Jixie Gongcheng Xuebao/Journal of Drainage and Irrigation Machinery Engineering,nan,#833164,nan,nan,nan,nan,226705226.0
5v06k96c,nan,WHO,Biochemical characterization of SARS-CoV-2 nucleocapsid protein,nan,nan,nan,unk,"The nucleocapsid (N) protein is an important antigen for coronavirus, which participate in RNA package and virus particle release. In this study, we expressed the N protein of SARS-CoV-2 and characterized its biochemical properties. Static light scattering, size exclusive chromatography, and small-angle X-ray scattering (SAXS) showed that the purified N protein is largely a dimer in solution. CD spectra showed that it has a high percentage of disordered region at room temperature while it was best structured at 55 °C, suggesting its structural dynamics. Fluorescence polarization assay showed it has non-specific nucleic acid binding capability, which raised a concern in using it as a diagnostic marker. Immunoblot assays confirmed the presence of IgA, IgM and IgG antibodies against N antigen in COVID-19 infection patients' sera, proving the importance of this antigen in host immunity and diagnostics.",2020,"Zeng, Weihong; Liu, Guangfeng; Ma, Huan; Zhao, Dan; Yang, Yunru; Liu, Muziying; Mohammed, Ahmed; Zhao, Changcheng; Yang, Yun; Xie, Jiajia; Ding, Chengchao; Ma, Xiaoling; Weng, Jianping; Gao, Yong; He, Hongliang; Jin, Tengchuan",Biochem Biophys Res Commun,nan,#155056,nan,nan,nan,nan,216642662.0
gwdneuin,c4514597cd095068c005f7dfc81a0b9e99b11866,Medline; PMC,The Application of Artificial Neural Networks and Logistic Regression in the Evaluation of Risk for Dry Eye after Vitrectomy,10.1155/2020/1024926,PMC7191413,32377409.0,cc-by,"Supervised machine-learning (ML) models were employed to predict the occurrence of dry eye disease (DED) after vitrectomy in this study. The clinical data of 217 patients receiving vitrectomy from April 2017 to July 2018 were used as training dataset; the clinical data of 33 patients receiving vitrectomy from August 2018 to September 2018 were collected as validating dataset. The input features for ML training were selected based on the Delphi method and univariate logistic regression (LR). LR and artificial neural network (ANN) models were trained and subsequently used to predict the occurrence of DED in patients who underwent vitrectomy for the first time during the period. The area under the receiver operating characteristic curve (AUC-ROC) was used to evaluate the predictive accuracy of the ML models. The AUCs with use of the LR and ANN models were 0.741 and 0.786, respectively, suggesting satisfactory performance in predicting the occurrence of DED. When the two models were compared in terms of predictive power, the fitting effect of the ANN model was slightly superior to that of the LR model. In conclusion, both LR and ANN models may be used to accurately predict the occurrence of DED after vitrectomy.",2020-04-21,"Yang, Wan-Ju; Wu, Li; Mei, Zhong-Ming; Xiang, Yi",J Ophthalmol,nan,nan,nan,document_parses/pdf_json/c4514597cd095068c005f7dfc81a0b9e99b11866.json,document_parses/pmc_json/PMC7191413.xml.json,https://www.ncbi.nlm.nih.gov/pubmed/32377409/; https://doi.org/10.1155/2020/1024926,218532653.0
btoyqpga,nan,Medline,Incisional hernia repair by fascial component separation: results in 128 cases and evolution of technique.,10.1016/j.amjsurg.2009.07.029,nan,20637331.0,unk,"BACKGROUND Most ventral incisional hernias are repaired using 1 of 2 principal techniques: (1) prosthetic repair (open or laparoscopic) and (2) primary reconstruction by fascial component separation. Primary midline restoration provides physiological advantages, and avoidance of mesh may reduce complications. This report describes 128 cases of incisional hernia repair by fascial release. Evolution of the technique produced modifications and fewer complications. METHODS Fascial component separation was performed either by ""classic"" technique (broad skin flaps) in group 1 and by ""perforator preservation"" (fascial release through separate inferolateral incisions) in group 2. RESULTS Mortality was .75% (1/128). Major complications occurred in 7 patients (5.5%). Total recurrence rate is 16% (21/128) with major recurrences in 9.3% (12/128). Both groups were statistically equivalent in demographics, comorbidities, and recurrences. Group 1 had significantly higher rates of skin necrosis (P < .001) and chronic pain (P = .003). CONCLUSIONS Fascial component separation can provide satisfactory results in uncomplicated incisional hernias, but skin necrosis is prohibitive without perforator preservation.",2010,"Clarke, John M",American journal of surgery,nan,nan,nan,nan,nan,https://doi.org/10.1016/j.amjsurg.2009.07.029; https://www.ncbi.nlm.nih.gov/pubmed/20637331/,36059113.0
f5jfo9nb,nan,Medline,Impact of COVID-19 on Residency Training.,10.4140/tcp.n.2020.473.,nan,33121566.0,unk,"The novel coronavirus disease 2019 (COVID-19) pandemic has impacted pharmacists in a variety of ways, including increased workloads, reduced hours, and ever-changing recommendations for managing this unique infection. Trainees, both students and residents, have also dealt with numerous challenges and changes during this pandemic.",2020-11-01,"Early, Nicole K; Gerber, Dawn Knudsen; Spencer, Ricarrdo",The Senior care pharmacist,nan,nan,nan,nan,nan,https://doi.org/10.4140/tcp.n.2020.473.; https://www.ncbi.nlm.nih.gov/pubmed/33121566/,226203688.0
9uhbc6n2,e081b93b644d316f8b6a55c7ece3c4183c75b465,Medline; PMC,Measurement of small droplet aerosol concentrations in public spaces using handheld particle counters,10.1063/5.0035701,PMC7757574,33362399.0,cc-by,"We measure aerosol persistence to assess the risk of transmission of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in public spaces. Direct measurement of aerosol concentrations, however, has proven to be technically difficult; we propose the use of handheld particle counters as a novel and easily applicable method to measure aerosol concentrations. This allows us to perform measurements in typical public spaces, each differing in volume, the number of people, and the ventilation rate. These data are used to estimate the relation between the aerosol persistence time and the risk of infection with SARS-CoV-2.",2020-12-01,"Somsen, G. Aernout; van Rijn, Cees J. M.; Kooij, Stefan; Bem, Reinout A.; Bonn, Daniel",Phys Fluids (1994),nan,nan,nan,document_parses/pdf_json/e081b93b644d316f8b6a55c7ece3c4183c75b465.json,document_parses/pmc_json/PMC7757574.xml.json,https://www.ncbi.nlm.nih.gov/pubmed/33362399/; https://doi.org/10.1063/5.0035701,229364095.0
fy8k6c2q,319af8225d6dc77a1731c83af35e7b5d3b0b89f7,Elsevier; Medline; PMC,"Over-the-counter medicines, economic conditions, and citizens most in need in Greece: Is it a challenge for primary care research?",10.1016/j.cptl.2020.07.010,PMC7386439,33092767.0,no-cc,"INTRODUCTION: Recent austerity experiences in Greece suggest a plausible link between extensive use of over-the-counter (OTC) medicines and socio-economic peculiarities of life. COMMENTARY: During the economic crisis in Greece, accessibility to healthcare services has been impacted, particularly for people with low income. However, this fact has not been systematically analyzed in conjunction with an observed increase in use of OTC medicines. Gaining a better understanding of the reasons leading to self-care may help to answer additional questions. Further research is needed to assess the gap between self-care and medically assisted care/treatment by designing pilot monitoring actions and focusing on behaviours related to OTC medicine use. Primary care can offer more collaboration between primary care physicians, community pharmacists, patients, and their families. IMPLICATIONS: It is crucial to create a multimodal research plan to gain a better understanding of motivational reasons that eventually lead to increasing use of OTC medicines. Efforts should be made to develop data collection techniques that will elicit information from various social groups that focus on changeable behaviours and perceived needs in relation to medicine consumption.",2020-07-28,"Kamekis, Apostolos; Symvoulakis, Emmanouil; Papadakis, Nikos; Zoras, Odysseas; Lionis, Christos",Curr Pharm Teach Learn,nan,nan,nan,document_parses/pdf_json/319af8225d6dc77a1731c83af35e7b5d3b0b89f7.json,document_parses/pmc_json/PMC7386439.xml.json,https://api.elsevier.com/content/article/pii/S1877129720302537; https://www.sciencedirect.com/science/article/pii/S1877129720302537; https://www.ncbi.nlm.nih.gov/pubmed/33092767/; https://doi.org/10.1016/j.cptl.2020.07.010,220835177.0
1wdafpe1,836bc5734e2bdc019b4ae015f2be10f43e22b935,Medline; PMC,Community optometrist-led post-operative cataract care: how many patients re-present to the hospital ophthalmic department?,10.1007/s11845-021-02514-5,PMC7832417,33495971.0,no-cc,"BACKGROUND: Cataract surgery represents a significant workload for ophthalmologists in Ireland. Post-operative shared care with community optometrists can reduce the need for hospital follow-up appointments. AIMS: Eight years after the introduction of a shared-care pathway, we wished to quantify the proportion of patients discharged to the community for post-operative follow-up, and the number that re-present to the hospital due to cataract-related issues. METHODS: We collected data on all patients who underwent cataract surgery in our centre over a three month period. Electronic patient records were used to establish whether the patient was discharged on the day of surgery, and whether they re-attended the department post-operatively. Post-operative complications were recorded. RESULTS: 394 cataract procedures were carried out over the three months. 369 patients were discharged to an optometrist for their post-operative care. Of those, 38 were re-referred or re-presented to the hospital ophthalmic service. 21 of these had a post-operative complication. Complications included seven cases of post-operative uveitis, 5 patients with cystoid macular oedema, one retinal detachment and one retained lens fragment. CONCLUSIONS: Community optometrist-led post-operative care for uncomplicated patients is an effective way of reducing the workload associated with cataract surgery. Re-referral pathways must be in place to facilitate timely management of post-operative complications.",2021-01-25,"O’Regan, Amy; McGlacken-Byrne, Aisling; Chetty, Shivona; Mullaney, Paul",Ir J Med Sci,nan,nan,nan,document_parses/pdf_json/836bc5734e2bdc019b4ae015f2be10f43e22b935.json,document_parses/pmc_json/PMC7832417.xml.json,https://doi.org/10.1007/s11845-021-02514-5; https://www.ncbi.nlm.nih.gov/pubmed/33495971/,231706727.0
s2mnfs66,nan,WHO,This time was different: the budgetary responses to the pandemic-induced crisis in Estonia,nan,nan,nan,unk,"Purpose: Since regaining its independence, the Estonian government has followed policies of fiscal consolidation when responding to economic crises Its response to the COVID-19-crisis has been quite different – it has authorized additional expenditures, cut taxes and incurred considerable debt This paper gives an overview of the budgetary measures adopted and explores the question: why was it different this time? Design/methodology/approach: The authors draw upon policy documents to zoom in on the main political, institutional and economic factors that help to explain Estonia's departure from extreme fiscal conservatism in the midst of the global pandemic Findings: The authors found the key political factors to be the party composition of the government, policy diffusion and policy learning Key economic factors included Estonia's very low level of debt prior to the crisis and credit market advantages gained from Eurozone membership Originality/value: Estonia presents an interesting case because in all previous crises it responded with fiscal consolidation, whereas it is now responding with extensive fiscal stimulus © 2020, Emerald Publishing Limited",2020,"Raudla, R.; Douglas, J. W.","Journal of Public Budgeting, Accounting and Financial Management",nan,#830383,nan,nan,nan,nan,225237969.0
kwmgdh27,nan,WHO,Moving fast but going slow: coordination challenges for trials of COVID-19 post-exposure prophylaxis,nan,nan,nan,unk,"An unprecedented volume of research has been generated in response to the COVID-19 pandemic. However, there are risks of inefficient duplication and of important work being impeded if efforts are not synchronized. Excessive reliance on observational studies, which can be more rapidly conducted but are inevitably subject to measured and unmeasured confounders, can foil efforts to conduct rigorous randomized trials. These challenges are illustrated by recent global efforts to conduct clinical trials of post-exposure prophylaxis (PEP) as a strategy for preventing COVID-19. Innovative strategies are needed to help overcome these issues, including increasing communication between the Data Safety and Monitoring Committees (DSMCs) of similar trials. It is important to reinforce the primacy of high-quality trials in generating unbiased answers to pressing prevention and treatment questions about COVID-19.",2020,"Tan, Darrell H S; Agrawal, Rupesh; Barnabas, Ruanne V; Giles, Jon T; Dull, Peter",Trials,nan,#803067,nan,nan,nan,nan,221985998.0
p9pw8qiq,nan,WHO,"Glycemia, Beta-Cell Function and Sensitivity to Insulin in Mildly to Critically Ill Covid-19 Patients",nan,nan,nan,unk,"Background and objectives: Critically and non-critically ill patients with SARS-CoV-2 infection (Covid-19) may present with higher-than-expected glycemia, even in the absence of diabetes. With this study we aimed to assess glucose, glycemic gap (GlyG) and insulin secretion/sensitivity measures in patients with Covid-19. Materials and Methods: We studied, upon admission, 157 patients with Covid-19 (84: in wards and 73: in intensive care units; ICU); 135 had no history of diabetes. We measured blood glucose upon admission as well as glycated hemoglobin (A1c), plasma insulin and C-peptide. We calculated the GlyG and the Homeostasis Model Assessment 2 (HOMA2) estimates of steady state beta cell function (HOMA2%B) and insulin sensitivity (HOMA2%S). Statistical assessment was done with analysis or the Kruskal-Wallis test. Results: Compared to patients in the wards without diabetes, patients with diabetes in the wards, as well as patients in the ICU (without or with diabetes) had higher admission glycemia. The GlyG was significantly higher in patients without diabetes in the ICU compared to patients without diabetes in the wards, while HOMA2%B based on glucose and insulin was significantly higher in the ICU patients compared to patients in the wards. Of all the parameters, HOMA2%S based on C-peptide/glucose was higher in survivors (n = 133). Conclusions: In our series of patients with Covid-19, a substantial number of patients with and without diabetes had admission hyperglycemia and those who were critically ill may have had compromised insulin secretion and lowered sensitivity to insulin. These findings lend credence to reports of association between Covid-19 and hyperglycemia/secondary diabetes.",2021,"Ilias, Ioannis; Diamantopoulos, Aristidis; Pratikaki, Maria; Botoula, Efthymia; Jahaj, Edison; Athanasiou, Nikolaos; Tsipilis, Stamatios; Zacharis, Alexandros; Vassiliou, Alice G; Vassiliadi, Dimitra A; Kotanidou, Anastasia; Tsagarakis, Stylianos; Dimopoulou, Ioanna",Medicina (Kaunas),nan,#1028880,nan,nan,nan,nan,231649487.0
tgjodbzo,nan,Medline,Correlation between maternal serum antibodies and protection against bovine rotavirus diarrhea in calves.,nan,nan,10720197.0,unk,"The correlation between maternal serum antibodies in beef calves at 2 days old and protection against diarrhea induced by natural bovine rotavirus (BRV) infection was examined. Virus neutralizing (VN) antibody titers against BRV in sera from calves that developed diarrhea by BRV infection within 14 days of age (BRV-diarrheal calves) were significantly lower than those from calves that had no diarrhea. In the BRV-diarrheal calves, a positive correlation was found between the VN antibody titers and age of the onset of diarrhea. There were negative correlations between the VN antibody titers and duration of the diarrhea, VN antibody titers and cumulative diarrhea scores, and the VN antibody titers and duration of virus shedding. These results suggest that the VN antibody titers against BRV in newborn calf serum could be an indicator of protection against BRV-induced diarrhea.",2000,"Kohara, J; Tsunemitsu, H",The Journal of veterinary medical science,nan,nan,nan,nan,nan,https://www.ncbi.nlm.nih.gov/pubmed/10720197/,27451920.0
